color,created_at,id,name,total_availlble,total_clicks,total_purchased,unit_price
#e2589b,"Thu, 24 May 2012 20:34:30 GMT",c90af49b-cdba-42f4-9cf2-8e5d403ffb79,Shoes,8321,5832,1716,640.48
#fcbdf5,"Wed, 10 Oct 2018 07:10:07 GMT",fa9284ab-780c-412c-a0f2-8a5466e14ceb,Shirt,5450,8537,7091,720.33
#fffbb5,"Sat, 04 Jun 2011 21:37:01 GMT",b69f1b39-1b7c-4cef-99ad-31186a306552,keyboard,8041,5966,5336,916.49
#117776,"Wed, 25 Jul 1984 22:09:49 GMT",f40c133b-0d9e-45b4-98a5-b5d490b727f7,Chair,8582,6480,8075,578.94
#6ad343,"Sat, 31 Aug 1974 00:04:14 GMT",4cb61a81-8f67-4b24-be11-b19ecb7bbcd1,Shirt,1725,8356,6654,965.92
#081377,"Sun, 06 Nov 1988 06:35:44 GMT",f6490b67-7dec-4d30-9694-af97c59b2465,Shoes,4159,9922,8450,383.72
#0dbaa3,"Wed, 24 Sep 1997 18:07:46 GMT",0e62e467-ea54-4401-9516-c5af7261360f,Hat,5347,7149,4921,993.09
#ea5d85,"Sun, 29 Oct 2023 13:13:57 GMT",b793a82e-1d6c-4986-ab94-5cd780180ec9,Shoes,7623,7127,6226,490.35
#d847af,"Mon, 05 Aug 1991 20:43:20 GMT",c21952ab-a55a-438c-9fb7-9ac86308fc31,Shoes,7244,7081,1475,842.24
#a8441c,"Tue, 24 Aug 2010 12:22:40 GMT",f01c5adc-e1d5-4f93-a714-1a5f2c9a7dac,Soap,8709,961,9781,272.49
#cc93f2,"Mon, 19 Dec 1994 01:02:00 GMT",70759387-aceb-4425-aff4-d8cbb46a6a95,Hat,948,7722,4167,290.24
#aa3a17,"Thu, 28 Dec 1978 04:48:00 GMT",b0d2ba1e-88c5-4fba-9ebf-3c8228a26200,Shoes,8345,7611,7819,904.34
#c43653,"Sun, 12 Dec 2004 23:19:22 GMT",5ab58a5f-6a00-4be3-999b-de03f083dc5c,Soap,2977,2987,3080,601.02
#52f9b9,"Wed, 22 Apr 1987 18:17:59 GMT",153bf3e4-6716-417a-a61b-0ce30a9114fc,Shoes,6320,8685,3751,676.73
#40e85a,"Mon, 09 Apr 1984 02:32:49 GMT",6299982a-95e9-4862-90f5-8c35b55f2dd0,Hat,5539,3879,8005,776.85
#5318dd,"Mon, 01 Feb 1971 06:44:36 GMT",9394d116-7def-4cd5-b415-fa84a975ca28,Chair,1913,5326,2211,798.25
#398e9b,"Thu, 22 Sep 2011 03:51:00 GMT",dda6d78c-9056-498e-a82e-84117cb43190,Soap,2132,256,5054,980.33
#ff4fb8,"Tue, 13 Feb 2001 01:48:24 GMT",3540d76d-be06-47d4-8e0b-b244db4563ae,Chair,3644,8229,6881,632.93
#ccdbff,"Mon, 20 Jul 1970 21:19:53 GMT",30eba006-5893-4be4-a67c-dd5b7d7fd5c5,Shoes,3229,308,2147,157.45
#f767e9,"Mon, 29 Oct 1990 19:01:27 GMT",708b0ad5-82eb-42bf-8d4a-987e4779b5e8,Shoes,9342,2319,4198,335.44
#83e069,"Tue, 12 Aug 1975 05:51:46 GMT",2f2ba463-1972-499b-97ba-82c1cdd799c0,Shirt,3809,2420,2017,232.15
#7230b5,"Thu, 20 Dec 2007 10:18:07 GMT",80752b70-5055-4beb-92e3-e55ee3c86026,Shoes,5535,8806,8635,590.54
#ea7262,"Sun, 01 Jan 1989 17:40:40 GMT",d1fb13e8-2097-4ccc-a85a-9ed777f1adfa,Hat,3176,7014,3357,597.29
#fcf3ba,"Thu, 26 Apr 2018 08:53:41 GMT",aa856e07-124e-4078-b97b-3214a5280377,Soap,7703,7436,1253,150.55
#b7f984,"Thu, 08 Dec 1977 07:37:35 GMT",a262e0c1-0140-4b74-8362-6e9c58c28f7d,Hat,3270,7042,8778,78.71
#dbf486,"Mon, 18 Sep 1978 04:24:38 GMT",7afa48ae-199f-423f-b579-5ba1157594d2,Hat,1873,8935,8756,919.62
#e896a3,"Tue, 12 Mar 1991 16:00:50 GMT",21f81442-651c-45ce-919a-b8b49a8b72a1,Hat,1964,3089,5542,873.56
#c18c20,"Sat, 20 Jun 2009 18:33:24 GMT",2e3ddbea-feb6-4ed1-b0b9-6faf7ddccaf0,Shirt,829,9065,4821,113.28
#8f99ef,"Tue, 09 Jul 1974 00:28:08 GMT",3c9f9961-cb3c-4778-a65d-dd585c42dae8,keyboard,2737,5786,1615,608.25
#43e8be,"Thu, 02 Sep 1976 01:12:37 GMT",039bb692-8be7-4ecb-a310-81003dba9690,Shirt,2252,6392,2270,280.22
#5ce0d0,"Sun, 20 Jun 1999 06:08:17 GMT",330c3dd6-75db-42e6-9d0b-a19cacb17f92,Hat,7264,496,1897,567.97
#cc9d39,"Wed, 24 May 1989 01:05:12 GMT",99310a99-b26b-4653-8cf6-d2dd048063a4,Shoes,2108,8518,3150,68.47
#c9066e,"Tue, 02 Aug 1994 14:13:00 GMT",dba7c200-d2e8-4dac-b38c-eaeeea3badf0,Shoes,1727,732,4791,276.85
#04e81f,"Mon, 17 Mar 1997 05:26:49 GMT",f89ecc42-c8d8-46c7-b8f9-479252457690,Hat,8763,5568,7594,37.5
#f904c0,"Wed, 20 Nov 2019 09:59:35 GMT",29109bd8-c7da-46f1-b40a-66deeda3386b,Shoes,5827,7600,9729,62.06
#1b7c87,"Fri, 30 Jul 1971 12:42:44 GMT",5c3109ad-cd28-4853-803a-555351653df9,keyboard,4249,101,416,59.3
#def99a,"Thu, 17 Sep 2009 02:09:59 GMT",2ecd7175-382f-4039-b072-421ede7d92e8,Chair,2123,7231,2217,699.59
#e85abb,"Mon, 04 Jul 1988 00:11:37 GMT",a21e8859-1dee-4a3b-b827-1a71420503c3,Chair,3925,7014,7014,246.06
#5059bf,"Thu, 06 May 1999 08:21:18 GMT",3df76d13-d871-4e8c-a0cd-546cd106fbe6,Shoes,407,7226,2137,288.67
#67bc25,"Thu, 03 Feb 2000 14:53:04 GMT",3aab3137-7479-4a6d-91be-f7b807614e70,keyboard,4614,8611,1428,52.3
#d9adf7,"Sun, 30 Sep 2018 09:41:19 GMT",2e6fd9f2-6407-4a21-a3cd-109fd2bb4089,Shoes,9264,5324,3753,218.97
#27c632,"Thu, 23 Mar 2000 03:51:32 GMT",95ff4d84-97f4-4ad1-840e-236266ff450a,keyboard,1321,9248,7831,967.31
#adef97,"Fri, 14 Aug 2020 11:53:36 GMT",f7dd834e-b27b-4e03-9029-0714f108fce4,Soap,9732,8142,8106,443.34
#22a501,"Tue, 31 May 2022 00:39:28 GMT",0130e299-f335-4eca-881b-24e0822833e7,Shoes,9616,5680,2259,934.8
#edea57,"Fri, 03 Dec 1976 09:26:46 GMT",8af06839-254f-44d8-b8e7-67d5b96d69f0,Hat,3070,3540,6285,668.45
#f9bbe6,"Fri, 10 Oct 2008 02:40:00 GMT",4fce3b21-d263-4352-9bee-0b052362fdbc,Shoes,3249,2567,8081,400.5
#1aed67,"Tue, 02 Oct 1990 10:51:34 GMT",80577690-9e7a-4516-8bb4-5eb9915bbd80,Soap,9062,1373,9929,41.68
#37e8fc,"Thu, 26 Jul 2007 11:26:14 GMT",641c94bc-1f73-405d-8466-0a3dcfede840,Chair,4581,4003,7508,142.83
#51e293,"Fri, 20 Oct 1989 02:26:06 GMT",5d4467d5-a55a-491e-8caf-b5d384e23d38,Chair,1556,717,6341,419.98
#c802cc,"Sat, 08 Nov 2003 19:27:38 GMT",be745bb0-39df-4412-b346-1c9b14ec492d,Shoes,4212,3513,6250,320.69
#71e89b,"Wed, 10 Oct 2018 01:43:19 GMT",ae5d0e29-0735-405a-83b7-0d33fa89d854,Shirt,6040,7695,1305,14.61
#e85f1b,"Mon, 26 Jun 1978 13:09:07 GMT",7aedf2b8-0430-4fd2-9364-259c7bc2caee,Hat,341,4854,1076,88.47
#6ae896,"Tue, 18 Jan 2000 05:30:50 GMT",56c0e356-c656-4315-b91a-ac5e08d857f5,Soap,4044,7464,6477,982.56
#a3111e,"Fri, 23 Jan 2009 15:26:08 GMT",4bfb3abd-f535-4b7d-9474-5a63bbfca5b8,Shirt,1620,1123,5599,532.12
#e86ace,"Tue, 29 Mar 1977 15:56:14 GMT",ff0e2ce4-095b-4c4b-ba34-650715ac4f54,Shirt,6106,1028,1624,785.02
#5c5ec9,"Fri, 24 Jun 2022 10:52:19 GMT",e53b94f2-e49a-4407-b1f0-87388bb8cf86,Shoes,8736,3185,8275,205.06
#cc12a3,"Fri, 05 May 2023 12:20:41 GMT",540cc82c-7fe7-4e26-ab53-9b991d316918,Soap,168,4509,1839,178.55
#edf29b,"Mon, 11 Jun 1979 10:06:13 GMT",df922799-0d64-435f-af7a-8109a5a1ca24,Shoes,989,8567,5531,250.47
#f931cb,"Wed, 25 Oct 2006 21:45:17 GMT",b42a466a-f3d3-48a3-92fb-8a0e41fe441a,Hat,4858,2017,5588,822.22
#eaa4b2,"Thu, 17 Oct 1974 02:00:32 GMT",015b005a-108b-4ff3-973a-9f76512206a6,keyboard,6134,5270,7651,91.72
#56bff7,"Wed, 03 May 2023 02:19:28 GMT",de285f1c-63c6-477d-8879-c1d0db9a63f4,Hat,5915,1654,4123,626.56
#dbce3f,"Sun, 22 Nov 2009 17:32:11 GMT",d7012c70-1d66-4de2-8b02-16325f174e37,Chair,308,4705,8106,742.94
#ed9a00,"Tue, 20 Jul 2021 06:59:07 GMT",4d7e0360-aa81-4288-964b-857b2bdc37b3,Soap,4782,1754,1112,716.25
#9872ea,"Thu, 04 Sep 1980 16:08:18 GMT",2ba77c49-ddf0-4b53-9415-b4650747452f,Shoes,4640,7521,4512,553.25
#28e075,"Mon, 23 Sep 2002 19:30:51 GMT",12a07e31-53b7-4f17-a535-b697d01cbd1b,Soap,6851,3788,6696,894.52
#0d3589,"Thu, 09 Jul 2009 11:14:26 GMT",d483d102-8e8e-474b-8c14-5af9334dc264,Shirt,7674,99,3076,734.57
#9048af,"Thu, 14 Feb 1980 11:23:29 GMT",af9da4ae-5fa7-47e9-a41f-1489e9d2a2b3,Shoes,3503,4433,9270,591.28
#77ddbf,"Thu, 16 Feb 1978 14:18:44 GMT",e246fe48-7179-4de8-9c45-aa7cbe24501c,Shoes,22,7349,1634,652.21
#69ef15,"Sat, 29 May 1971 04:21:16 GMT",52aec092-26ab-4261-bc72-2e39df293baf,Shirt,9979,6664,484,975.0
#73ed71,"Sun, 17 Jan 2016 21:27:44 GMT",2ea98cb3-5a03-4e6b-a2c9-cc7ad89da36c,Chair,7488,1255,5318,970.83
#b5edfc,"Mon, 26 Jul 1976 23:15:11 GMT",8a267f87-71a0-4cb3-a212-aa62f65fbc5c,Shoes,2108,2934,6798,873.52
#4eceac,"Wed, 26 May 1982 01:03:43 GMT",eeeabcc8-5194-425c-b6c1-ad3d2e52ae0e,Hat,2011,5960,2989,894.56
#b9a3ed,"Sun, 24 Jul 2011 06:51:19 GMT",09780227-a168-4693-bf9e-0d7cc3b96e73,keyboard,8927,5670,4791,340.86
#f293a0,"Wed, 20 Aug 1997 01:36:40 GMT",57ac43d1-99a5-4040-a3c6-bf6eba442084,Shirt,6722,7255,1967,83.27
#b392fc,"Wed, 30 Nov 2011 05:05:59 GMT",214784ee-f6ff-4fcf-9b9b-a1699f8d1d2c,keyboard,337,1450,319,183.22
#01bf31,"Sat, 16 Sep 1972 12:04:38 GMT",c8e1665b-fc17-42b3-8a69-45b680d52af5,Shoes,9497,1438,205,326.52
#a6dfea,"Thu, 15 Jul 2010 01:40:50 GMT",85a0e9de-c642-4b4f-84c8-d7df04801726,Hat,719,2153,2748,309.43
#fcccff,"Thu, 04 Feb 1988 03:12:22 GMT",6a023f51-1908-4c44-b0ba-ab76d027fa63,Hat,7599,2191,6720,711.69
#83ff7c,"Sun, 20 May 1979 21:26:49 GMT",c64529a5-a462-4788-80ca-12de8d84b314,keyboard,1743,9055,7623,907.31
#bfa2f2,"Thu, 01 Mar 1973 08:49:04 GMT",00f5ea5b-c1d4-4861-aaa4-77f3136e7253,keyboard,2217,2832,6683,236.18
#0d42bf,"Mon, 29 Jan 2001 08:31:44 GMT",b1c84cb6-6ea0-4d7e-b4d3-3d4ee14595d5,Shirt,7946,9626,5325,833.98
#2b50a0,"Mon, 20 Jun 1977 05:28:51 GMT",dc5209df-1daa-4b35-b7ac-1c619a99e21a,Chair,795,2352,3649,41.04
#90f4e5,"Thu, 12 Oct 1978 15:28:23 GMT",7ca90cb2-1067-4ac0-bbec-cb4bea2ba95b,Shoes,6968,291,6944,80.47
#e2e847,"Sun, 28 Oct 1973 14:19:32 GMT",25a90a4e-73e9-4bd0-a217-3533ac1fe7cf,Soap,7862,7065,1842,923.19
#156477,"Sun, 12 Oct 2008 00:17:22 GMT",923d7be6-6ebf-46b4-b435-164789c02860,Hat,6183,7175,651,110.64
#c6db4e,"Sat, 27 Aug 1977 21:49:52 GMT",a3ed01a7-ec54-4e75-85a6-b5b9c432b198,Chair,3260,7167,1946,572.02
#e0564c,"Sun, 30 Sep 1973 17:54:17 GMT",7f93ac6d-47ad-4369-b111-b8ed69c86dbf,Shoes,5547,6691,5617,345.24
#0f82db,"Wed, 21 Dec 2022 05:56:52 GMT",ae0e9649-24f6-492e-b04b-27af4fab7ee8,Shirt,8303,3987,6573,343.19
#59d6ae,"Mon, 09 Apr 1984 10:22:50 GMT",b9ceca8a-66e2-481a-89b8-1f9ca0fcabd9,Soap,3486,4056,4747,562.48
#ff70be,"Sat, 15 Jan 2000 11:14:53 GMT",0aed3292-2e6e-412e-9bc6-68948bde2fa0,Shoes,6047,4536,9309,981.74
#ffc9ff,"Fri, 03 Jun 2022 13:54:12 GMT",1936b94e-0dbf-4624-ae98-8b04562a50af,Soap,9722,120,2492,447.31
#4ae266,"Wed, 05 May 1993 06:03:06 GMT",c8e119b2-31a9-4089-a159-d079a26373d2,Shirt,3940,3161,6376,313.97
#e17aef,"Wed, 10 Jun 1970 21:57:27 GMT",98f4f56d-88ad-4c6b-b847-6b2f88889e7c,Shirt,3350,418,2855,992.31
#f7999f,"Sat, 18 Jul 2020 21:56:02 GMT",847ef049-6541-4c22-9a98-68214d307ea3,Soap,3686,1105,5187,55.91
#1243b7,"Mon, 25 May 2015 10:26:31 GMT",6031a117-ebe3-4f27-b29f-5f498152d098,keyboard,3143,9915,4258,584.39
#6401b5,"Sat, 11 May 1985 21:20:37 GMT",9e01539f-9c9a-4697-8f9a-adae37f1171a,Chair,1693,8038,8726,211.3
#a8ce0e,"Mon, 09 Sep 1996 10:44:34 GMT",a0842f04-e50d-4f97-9600-f268124e139f,Chair,5281,7513,4342,737.18
#f2d1b0,"Wed, 20 Sep 1972 11:12:03 GMT",e4842372-5e90-482b-9f44-c82142cb5ff4,Shoes,6624,8237,5702,341.91
#c4473e,"Tue, 02 Mar 1999 16:04:01 GMT",539b8646-f3aa-4c6b-99cc-0f5b2c570f2d,Hat,1818,489,3303,26.54
#2593b2,"Tue, 27 Feb 1996 15:11:44 GMT",a4bcf6f8-1935-4dbe-9f32-9e223245af8c,Shirt,3024,6385,7140,117.84
#f282ff,"Sat, 29 Nov 2008 15:36:38 GMT",d4502421-4724-4de0-b0ab-d65e6b29cda0,Soap,1106,2308,9550,724.88
#b6fc8d,"Wed, 03 Apr 1974 07:10:04 GMT",349e70f0-d776-4636-a03d-88101e38072a,keyboard,37,4195,7782,814.78
#6675ff,"Sat, 29 Jun 2019 14:06:28 GMT",152ad850-cd78-483b-844e-34c8f482c339,Shirt,6128,5712,8026,402.42
#ef77c9,"Sun, 01 Nov 1970 11:32:16 GMT",da3a09bc-da23-4aaf-a653-7b3d7a139070,Shoes,6789,2479,5191,935.94
#cc630e,"Wed, 24 Dec 1980 08:44:30 GMT",ebf4e725-9dc4-40a0-aba9-4138f6216144,Soap,5450,9009,3014,811.6
#cba5e5,"Sat, 20 Nov 2010 07:39:03 GMT",e09056e4-a75f-43e0-a5e9-5b73a44e2a8d,Shirt,5905,3778,1986,353.66
#c1d337,"Sat, 24 Jun 2000 22:37:12 GMT",5ae13d19-c612-42b6-9fe8-dda4d9d6fc7e,Soap,8966,9333,9613,873.59
#fcee85,"Fri, 08 Nov 2019 06:37:35 GMT",aa11ea49-8805-4c22-a1c8-fe829912833c,Hat,3488,9140,2884,138.4
#5605ba,"Sat, 09 Dec 1972 23:15:30 GMT",ef946024-57fb-49a3-9f07-296822107daa,keyboard,3645,9653,7334,911.79
#efe22f,"Mon, 13 Sep 1982 09:12:40 GMT",aa2639d0-8b7c-4a70-98c2-0871903a404a,Hat,7174,6264,8866,16.94
#1f5c9e,"Wed, 24 Mar 1999 00:19:53 GMT",3521d4a5-ef7a-47de-80cf-83ed579e971d,Soap,6212,2449,5815,155.79
#3d31c4,"Mon, 25 Sep 2006 21:46:59 GMT",88657fcf-2a11-48b8-9e7d-71a2ee4e6140,Hat,3959,6648,9551,873.24
#ba3550,"Sun, 20 Jun 1971 12:07:30 GMT",ef9752db-eddb-4304-9045-8ff97411d2d9,Chair,3769,7695,224,889.75
#eac677,"Mon, 07 Oct 2013 23:02:35 GMT",98176f3f-9c06-4477-83c5-4b063d1f9c0d,Soap,1508,6277,5427,576.9
#e827e8,"Fri, 15 May 1987 19:15:55 GMT",67d98c18-224e-4d2e-bcf3-58da12f315d3,keyboard,7423,7699,3593,591.6
#a14bc6,"Thu, 23 Nov 1972 10:18:47 GMT",170e5399-cbc6-4e71-97c3-d09af61091e0,Soap,3586,614,2066,695.31
#92ea81,"Thu, 27 Dec 2012 15:28:38 GMT",c3494811-6399-46fa-9f3b-09cb2357774a,Shirt,6542,1943,4767,121.07
#8f6dce,"Sun, 17 Mar 1985 14:02:52 GMT",6af1e563-c600-4888-b1c3-10196229722b,Shoes,5763,4283,8814,457.09
#aaf495,"Thu, 02 Nov 2006 17:57:27 GMT",89274215-ffe1-47ac-adc7-415008bd0524,Chair,978,5313,1,188.53
#3ed8ce,"Sat, 03 Apr 2010 04:57:44 GMT",c34a1af5-3f02-427f-ac65-e71810fae83c,Shoes,8899,2938,9382,628.91
#5151b5,"Wed, 26 Feb 1975 12:53:21 GMT",004d4c02-b3c8-4e57-acfb-a416b9cbfbe6,Chair,3105,8883,9976,703.0
#8330d1,"Fri, 21 Mar 1997 09:49:37 GMT",15628405-4a18-4355-aa18-fe55a87cdd3d,Shirt,9466,8103,4400,378.27
#042777,"Wed, 20 Apr 1983 19:44:04 GMT",632f09ef-d001-41f5-8ba1-a5374130f22c,Chair,6692,6443,7170,424.79
#4fd6af,"Fri, 14 May 2010 00:08:52 GMT",1845146d-37e2-4916-bb9d-6d973b198beb,Hat,6028,1811,2778,964.94
#c40da5,"Sun, 06 Jan 2008 12:43:22 GMT",e5171685-20f2-4ac2-97f4-c27534edcdf2,Hat,9518,3152,8837,257.03
#8cf260,"Fri, 01 Jul 1988 08:57:06 GMT",92d01f3a-3213-4ece-aa7f-723e3462dc4e,Hat,1861,1931,959,990.76
#8d45e0,"Fri, 09 May 1975 07:41:46 GMT",7fae8960-ac0f-40a5-abab-8dfa2735bd38,keyboard,9391,7076,9852,416.56
#9447b7,"Wed, 09 Oct 2002 16:54:29 GMT",4b8c147d-7c43-4662-8117-02319acd4c60,Hat,3030,2452,3617,986.88
#f90e1a,"Tue, 20 Jan 1987 15:51:28 GMT",ff06b8a0-bd41-4336-bd0f-252491e981a9,Chair,348,3270,567,446.32
#e5e55b,"Thu, 16 Nov 2006 17:26:56 GMT",f17131ae-0664-4e32-bfce-1bf4a9d13457,Hat,3548,8645,123,284.86
#01157c,"Fri, 07 Dec 2018 14:46:33 GMT",1d574097-8202-409e-bc98-d865843557e1,keyboard,5139,6328,8432,350.36
#52ceb3,"Tue, 16 Feb 2021 07:27:34 GMT",9c11dff0-c165-4cda-9a42-bb29c3390cf8,Soap,464,8047,9210,943.11
#f44211,"Mon, 06 Oct 2014 06:20:03 GMT",b2d64dd9-8dd1-40dd-b653-879dcacbc380,Hat,4938,4771,2585,580.78
#fcfc58,"Sat, 26 Aug 2006 03:16:18 GMT",2d37d1b3-5e4a-488d-8c83-9815ec4a789c,Shirt,811,3982,6115,501.51
#4e2da8,"Sat, 20 Aug 2005 00:09:47 GMT",6d96c69d-19a1-4986-bbc0-0352fa598b39,keyboard,4510,4890,6291,355.35
#e896a9,"Wed, 19 May 2021 18:33:24 GMT",271e0d1b-7490-41dd-99bf-471908c0d9c1,keyboard,344,21,1478,4.17
#7f70e0,"Sun, 10 Sep 1995 06:07:24 GMT",1258b6f9-ba81-4746-a9e6-0eb0ae70bcae,Soap,1417,5760,4911,180.92
#5ad136,"Tue, 27 Oct 1970 03:42:03 GMT",2e5bc489-80ba-4529-a585-9a1d13d26dff,Hat,1754,1233,8141,718.43
#4ac113,"Sat, 09 Apr 2016 23:24:42 GMT",2c58ddd5-cd8e-4649-b9b6-434ef9e78b9e,keyboard,7929,5231,5849,155.38
#15437f,"Sat, 09 May 2009 01:46:15 GMT",a58140dd-7511-4146-901e-3e16674908a9,Hat,2856,6400,3571,444.33
#db5795,"Tue, 25 Oct 2022 05:12:22 GMT",e6f34923-03fd-4fab-9bca-68c1bae6d6cc,Shoes,1558,7371,287,277.77
#cfed7d,"Fri, 09 Jul 2021 12:10:55 GMT",2b020105-2926-4c1e-aa1a-a9f75c668d10,Hat,7703,2551,1802,880.33
#f78fca,"Tue, 01 Jan 1974 23:16:03 GMT",4972c098-03f9-4d53-b73b-2bcb2896f3a7,keyboard,9991,9479,9704,104.1
#ae81e8,"Tue, 14 Feb 1995 11:49:59 GMT",8b0fba80-f3a2-45fa-a76b-8e6e80d3ff32,Chair,4019,472,3886,686.34
#2012e2,"Thu, 23 Dec 1982 09:48:09 GMT",16526edd-3d61-4178-904e-6557865b4d09,Chair,7591,2693,5058,349.39
#d87bc6,"Wed, 08 Jul 1992 12:38:53 GMT",327f5909-47cc-434e-a1e2-8d7f3e6ea552,Shirt,7106,8012,6059,176.02
#d62ab3,"Mon, 15 Jun 2009 20:34:55 GMT",939ca031-5c86-4528-b01e-3ec718ccdebc,Shoes,3642,7185,6120,16.31
#94d863,"Sat, 22 Nov 2008 14:54:56 GMT",d4939926-f7ea-4ba8-82b2-c1753f90f7b7,Soap,1467,5928,7698,391.7
#75f9e8,"Sun, 25 Oct 1998 08:26:55 GMT",b5f67e61-762f-4b00-997a-19a94d056407,Hat,92,3151,3836,246.3
#8c11c1,"Sun, 16 Jan 1972 13:36:12 GMT",9755fecc-3ff9-4531-bb53-2276599bed18,keyboard,4735,5602,1347,636.3
#cc5e33,"Sat, 01 Feb 1975 04:09:13 GMT",32dda095-10a0-4812-b689-37180866d038,Hat,8051,444,5427,632.29
#ef1aac,"Tue, 06 Jan 2015 15:31:28 GMT",a103c614-64ca-4602-b9d5-04a56d98b78e,Shoes,1140,6454,324,394.89
#ce57e0,"Sat, 10 Jul 1993 20:05:54 GMT",77c77bf6-1309-4c85-8ab7-90d0aeb50991,keyboard,7496,8637,232,345.03
#072d6b,"Sun, 03 Aug 2014 05:59:24 GMT",085e7038-b4ce-4683-aeb7-3d21fd6d580a,Shoes,466,1717,1958,2.19
#2bbf4e,"Sun, 05 Sep 1982 03:37:38 GMT",2b824f17-ae25-4a63-9cbb-40b4f6f6e5f1,Chair,2238,8185,6706,702.39
#ea4d52,"Wed, 31 May 2017 23:05:58 GMT",89f35e63-f32c-4835-9666-458ee9922808,Soap,7542,9074,3832,781.19
#f97f9e,"Wed, 16 Aug 2006 02:34:19 GMT",ddc362db-961f-4071-aef5-99e446148727,Soap,5288,8363,3842,211.18
#ea8683,"Tue, 15 Jan 1980 02:18:45 GMT",0fad537d-d2ad-4f05-b9ca-bfae7777cf9e,Chair,670,4365,7724,19.42
#778af4,"Wed, 19 Apr 1989 06:54:16 GMT",0189d080-0543-4014-a059-8e720ade8884,Soap,9993,239,2578,803.48
#db53ab,"Tue, 04 Mar 1980 22:12:29 GMT",993a3af2-f08b-492e-89a4-b9c00ad59054,Chair,1636,3487,8432,133.55
#a9ce25,"Tue, 05 Apr 2011 09:20:32 GMT",3bd50baa-e204-46b0-b44c-5a21943771c5,Hat,8407,9359,3561,233.47
#57f9b0,"Thu, 21 Nov 2013 06:52:05 GMT",b95fca21-7317-4634-b7d0-6b00569c5e1b,Chair,8032,8676,8173,727.31
#1111af,"Wed, 11 Dec 2019 13:50:47 GMT",dde2b0a4-42bd-4654-9914-07d7d5dfe264,keyboard,5917,8453,8184,575.3
#bb6bdb,"Thu, 11 Sep 1980 01:57:09 GMT",42d3b266-1535-4182-afd5-f4694e5853a1,Soap,8101,9099,3629,635.45
#d86191,"Wed, 11 Aug 2010 13:15:06 GMT",ec60c3ae-53d2-407c-b610-735fa0da2df8,Hat,4812,1846,2964,321.74
#4daf2a,"Thu, 20 Mar 2003 16:57:25 GMT",534d5247-a613-4928-a325-8f31fdd059a2,Hat,7406,2619,2280,506.99
#1d47f2,"Tue, 11 Jun 1996 20:46:30 GMT",d1f3fe1a-facb-447c-9040-a55ea6607f0e,Soap,9855,7838,475,710.94
#ce6b54,"Fri, 20 Apr 2018 22:21:51 GMT",9a3886a5-6fd3-4204-9823-cc0d71821c25,Shirt,3588,8778,4797,531.06
#bbd847,"Tue, 30 Nov 2021 23:08:31 GMT",1ece356e-889d-4378-8ee5-e717041bd241,Chair,7395,6926,2867,276.0
#f99477,"Sat, 09 Oct 2010 00:05:51 GMT",c413c5ea-ae8a-437c-b853-7ca1f877cd6a,Shoes,706,9566,6736,819.44
